gene_short_name	Day04_BR2	Day04_BR3	Day04_BR4
Migut.O00792	4.444275486	1.591763781	4.735958027
Migut.H01000	5.478138194	9.316967781	6.577661123
Migut.E01377	11088.11768	11434.35573	9339.25822
Migut.F01311	3.834361271	3.18450231	2.898789623
Migut.I00820	2.041082998	1.93247576	1.666510634
Migut.A00612	0.406570565	0.607794796	1.806242965
Migut.L01838	7.126692415	5.05074293	4.601817368
Migut.D01916	1.706831663	1.10254103	1.442178573
Migut.H00836	171.2409732	196.7623474	243.9623865
Migut.D01776	1.859609942	1.925532734	0.753950778
Migut.F01693	82.80240766	60.8071066	132.4400657
Migut.G00651	4.308952996	3.220792934	3.725141417
Migut.F00141	128.5782181	146.7628458	129.7760098
Migut.E01033	0.681280406	0.67897797	0.392650041
Migut.H01387	1.378864959	1.431463526	0.827809204
Migut.C00658	4.210462641	4.417087453	5.321630595
Migut.A00696	20.81281495	17.75782759	8.678260866
Migut.B00972	18.63818032	16.53061516	21.2784593
Migut.K00191	1.397954822	0.840742442	0.752448884
Migut.N02167	1.333282646	1.453349539	2.401330831
Migut.H00968	2.591149165	1.824516221	2.570139469
Migut.F00901	4.152504856	4.548750636	3.266662473
Migut.F01745	1.584463573	3.2299952	3.804965875
Migut.D02518	3.184089477	2.644440514	2.070884537
Migut.C01381	10.68019792	14.61813546	13.92060686
Migut.O00733	5.06963967	8.420844096	6.492983922
Migut.F01515	92.40250903	76.46679633	124.4693465
Migut.B01445	730.2966932	702.4353027	674.0221802
Migut.E00402	6.258382765	3.753889696	3.618097123
Migut.D02062	6.651209129	7.668877492	4.078049551
Migut.H00244	20.64039178	18.32441721	22.21937292
Migut.G00616	1.855757671	2.620105172	2.673874514
Migut.O00113	2.1081271	1.866021986	3.197370349
Migut.J01352	13.5770416	11.69052168	5.274210124
Migut.F01249	1.002328758	1.516250212	1.461401633
Migut.F00134	0.604427521	1.369056397	1.055625906
Migut.M00594	0.950749629	1.1220827	0.660912187
Migut.M01954	30.61329401	38.43996965	41.4253678
Migut.D02257	108.4188173	75.63668568	84.61678755
Migut.B01735	2.46710479	1.870801002	1.416742613
Migut.K01358	5.633076664	6.825287476	6.856350847
Migut.J01121	1.57925723	2.724092337	2.187959567
Migut.D01911	1.057388016	1.693630442	1.269617487
Migut.G01241	0.613152365	0.763850216	2.290458574
Migut.N01183	1.605565288	0.800069582	1.0024664
Migut.E01767	89.39905907	62.51603612	81.23211605
Migut.I00156	10.9832134	17.1593495	9.404319067
Migut.D01992	4.579507176	2.402121264	1.519367938
Migut.O00211	510.6669983	498.6602362	409.0025751
Migut.H01451	73.6787632	57.54243466	129.2509612
Migut.H00967	7.847813308	8.910331585	5.963896357
Migut.M01603	0.779358455	2.305901028	1.871568634
Migut.M00122	0.958650595	0.213261332	0.575531187
Migut.F01742	11.52337144	12.56109244	16.86291695
Migut.N01841	0.783290861	0.975804592	0.553238824
Migut.H02134	0.309451151	1.15652002	1.11468426
Migut.I00067	24.26743901	17.56423943	7.079347141
Migut.H01211	1.451219192	0.903946683	2.178118669
Migut.H01211	1.451219192	0.903946683	2.178118669
Migut.H01211	1.451219192	0.903946683	2.178118669
Migut.H01211	1.451219192	0.903946683	2.178118669
Migut.L00616	1.125538606	2.862760603	2.252411089
Migut.C00038	1.23464694	2.656706008	1.617222804
Migut.H02332	76.43966156	65.3516296	101.2709898
Migut.F01314	1.968247091	2.064837114	0.995072022
Migut.H01973	11.27457137	11.47627082	9.492760939
Migut.L00610	8.269469792	4.012320176	12.64672111
Migut.M01517	142.5617099	196.441529	195.3888411
Migut.F01403	0.35378772	0.440740086	1.327490088
Migut.N01389	46.02217777	60.19374993	49.38578571
Migut.I00055	0.88967206	0.591110233	1.353102838
Migut.H00375	7.082393841	4.108453829	6.102041302
Migut.I00169	0.379295925	0.866282237	1.745795115
Migut.E00512	1.936546097	0.57900042	1.116111513
Migut.M01432	2.734359325	1.490299103	2.941178039
Migut.E00315	374.5387301	307.7721922	427.9991428
Migut.E00760	1.7427321	5.582707753	4.185035419
Migut.H00969	2.314119674	1.921915784	0.793882597
Migut.F01068	43.03698175	32.90393484	49.48986658
Migut.J01515	4.593343893	5.024436977	4.170088864
Migut.F01730	3.513755306	1.52255666	1.83434994
Migut.B00112	133.5990876	101.4879174	212.1425706
Migut.C01223	2.332816198	1.937443565	1.929604101
Migut.N02039	0.052198188	1.040435612	1.190823895
Migut.G00696	30.03731961	29.16281602	22.68949772
Migut.D02250	1.9187161	0.796763192	0.802847634
Migut.B01204	1.621922254	1.414385744	0.389491998
Migut.C00984	3.041261024	1.632067696	4.719088662
Migut.F02047	4.956248509	5.831352409	5.903792069
Migut.E00165	0.355346256	0.332011254	0.533335225
Migut.N00852	5.47715803	1.61278224	1.793586608
Migut.O00187	2.476394353	3.238008269	2.211645191
Migut.J01094	1.102822657	2.028093051	2.522231167
Migut.F01923	2.148825412	2.882873675	1.389294545
Migut.H01433	0.588626271	0.570341495	1.413540148
Migut.B00645	18.78549615	13.0844713	21.69118804
Migut.G00684	17.9845659	14.48041217	22.25363414
Migut.J01724	2.972551352	2.347055335	2.211883277
Migut.H00346	1.382388817	0.997031992	1.354087785
Migut.H01610	52.58071709	72.9473813	82.68434263
Migut.K00719	59.53837082	35.47979531	63.56922446
Migut.K00719	59.53837082	35.47979531	63.56922446
Migut.N02716	20.29516861	12.15849333	17.84963595
Migut.A01155	17.30012696	18.33240519	15.70600165
Migut.A01155	17.30012696	18.33240519	15.70600165
Migut.M00588	0.349409159	0.932754389	0.539407854
Migut.J01723	0.342036467	0.745676159	0.46202284
Migut.C00870	3.986954445	2.951316849	2.844556411
Migut.M00590	1.938141421	1.89709863	0.609491101
Migut.M01513	1.864074792	1.688886379	1.831266999
Migut.B00918	1.657471234	0.802992211	0.773944906
Migut.J00258	3.608967978	2.83955622	2.508768709
Migut.D00636	1.912970753	1.092268908	4.976671141
Migut.L01405	0.766935795	0.337210535	0.433349784
Migut.M01516	119.9198855	143.0289726	123.0041696
Migut.M00857	0.381822791	0.845627542	0.152819616
Migut.G00741	14.85908423	13.90975711	13.71244161
Migut.G00702	19.42991827	19.62097652	16.6135869
Migut.J01355	37.84984311	38.06977248	20.30202072
Migut.M00281	68.24412636	61.62074956	72.09579598
Migut.D01758	0.388685148	0.085449608	0.247075706
Migut.E00159	136.4465281	131.5323543	116.3444025
Migut.D00501	1.315167393	1.345831333	1.297147458
Migut.N01010	499.1266873	338.5317373	590.822314
Migut.K00906	0.954931199	0.419869385	0.337234251
Migut.E00948	0.331948972	0.620300861	1.594299207
Migut.D00738	16.54682564	13.00544515	23.25240343
Migut.G00305	5.30288482	4.931391848	4.304607859
Migut.O00215	7.195761681	6.972236334	9.706701092
Migut.A00266	12.70848842	10.88444772	17.16662543
Migut.N02495	8.374543198	8.513165643	12.22737448
Migut.M01442	2.367572196	1.940436526	0.523668181
Migut.H00934	43.54219594	42.38919661	48.12676744
Migut.N01866	8.549297419	3.455316692	9.755892205
Migut.H01312	0.302677674	0.141400665	0.635999754
Migut.D00743	11.04898115	8.988326629	17.507607
Migut.J00429	0.678796074	1.109886149	1.426316419
Migut.B00277	1.426650671	1.633182191	1.620400903
Migut.A00995	1.888445487	2.016496446	4.292010763
Migut.B00872	0.371912091	0.257399435	0.380402078
Migut.A00970	2.037487308	1.887418036	2.13278822
Migut.A00970	2.037487308	1.887418036	2.13278822
Migut.J01092	1.521954718	1.10600814	2.131999176
Migut.F02038	1.566283497	1.788634523	1.488851019
Migut.F01740	6.049770006	4.127216088	6.226307796
Migut.J01350	1092.477858	1192.816648	1011.530679
Migut.F01233	59.57352838	54.28871681	45.83762438
Migut.L00482	10.69235908	6.970716136	13.76971916
Migut.L00482	10.69235908	6.970716136	13.76971916
Migut.L00482	10.69235908	6.970716136	13.76971916
Migut.F01934	10.8329215	11.21155359	10.40576693
Migut.C00909	5.385052578	6.341692012	4.19272697
Migut.C00920	3.76229478	8.249075634	3.16220027
Migut.M00397	0.092292449	0.057487837	0.997349075
Migut.E00280	38.06313629	25.59322585	19.37073537
Migut.L01725	0.14675003	0.091408799	0.660766443
Migut.D01277	5.347422037	4.722838188	5.079068145
Migut.H00547	75.90237443	69.78050996	88.01064089
Migut.E00266	44.59314663	40.63022248	26.10698111
Migut.N01796	1095.051895	1239.571979	1123.136837
Migut.N02113	10.98626514	8.759309016	11.34454387
Migut.F00892	10.89252994	8.618559779	6.362650303
Migut.G01027	26.68417073	27.40601988	33.01829892
Migut.C00411	3.009835824	1.57482353	4.119895208
Migut.E00467	57.16245166	46.51259039	73.30770256
Migut.E00680	6.90904636	8.245477189	7.807782009
Migut.E00003	6.263077726	1.243859117	4.5774806
Migut.M02003	44.20718014	45.61888119	60.05986778
Migut.M01476	9.360675654	6.15457538	4.683111165
Migut.L01026	199.8775603	153.8400933	216.0384576
Migut.L01436	358.5615015	343.7596842	363.4910764
Migut.D00346	9.051642359	8.282038974	7.736832173
Migut.K01009	2.30956225	3.077001436	1.271011931
Migut.A00119	4.058545916	5.530040698	7.005140148
Migut.L01077	11.91849951	10.52500514	6.702467661
Migut.J01060	0.766540059	0.954936852	1.982385198
Migut.K00525	36.83111813	27.02631137	15.6884012
Migut.L01896	1.358695391	0.979943382	1.717263774
Migut.D00791	5.499790914	4.858339887	6.30349343
Migut.K00107	26.00187682	25.05020155	21.78513934
Migut.N00794	48.53783728	64.27364185	61.162468
Migut.L01338	9.199227886	8.14415075	14.39509505
Migut.L01338	9.199227886	8.14415075	14.39509505
Migut.L01338	9.199227886	8.14415075	14.39509505
Migut.L01338	9.199227886	8.14415075	14.39509505
Migut.L01338	9.199227886	8.14415075	14.39509505
Migut.D00175	2.0916758	2.605758539	1.803126962
Migut.N03176	8.212880888	6.628798307	4.930648462
Migut.H00099	0.89342595	1.378010141	1.430328561
Migut.L00789	3.121057112	1.989279187	4.183242191
Migut.L00854	2.921561487	3.373296911	4.44910883
Migut.L01568	9.517422034	7.165493227	8.446541584
Migut.I00404	1.387208409	1.536133598	1.20295968
Migut.D02000	0.845840014	1.179170462	1.088152994
Migut.D00291	4.770427962	7.563668568	4.165749541
Migut.D00291	4.770427962	7.563668568	4.165749541
Migut.E00362	160.3367336	125.7589923	186.1436333
Migut.M00150	426.9976557	403.6678344	475.4023594
Migut.K00156	14.48927856	8.852108454	20.16196127
Migut.J00778	72.34875031	61.79343107	78.89443462
Migut.F00053	4.068338485	1.032418557	0.995072022
Migut.N02116	2.357053249	2.28383499	2.515679918
Migut.O00673	0.691706333	0.762282655	0.702764146
Migut.H00427	14.99515642	12.84022783	10.34761505
Migut.F01256	2.527531943	1.218866113	2.9858866
Migut.M01384	22.14180953	29.53847675	20.7244539
Migut.F00981	21.74753924	22.65922558	15.66750655
Migut.N02285	9.039886216	8.291558559	7.514509409
Migut.A00120	2.947981147	1.916098847	1.385089658
Migut.B00677	19.05585048	20.05165216	43.31758482
Migut.I00092	2.203311298	2.186560536	1.524548617
Migut.E00828	1.331710379	2.25151657	0.799499691
Migut.F01744	32.16113365	34.00157782	38.40749254
Migut.F00961	4.539794784	1.96715314	4.739984184
Migut.D02304	410.9167453	346.2492439	452.1154199
Migut.O00754	13.7371735	15.6802899	15.11307373
Migut.O00754	13.7371735	15.6802899	15.11307373
Migut.F00154	372.6403829	289.6805023	407.5759494
Migut.F00154	372.6403829	289.6805023	407.5759494
Migut.G00941	0.628259561	0.736630956	0.44374012
Migut.D01624	2.300723007	0.375893041	0.407582493
Migut.D01624	2.300723007	0.375893041	0.407582493
Migut.J00931	1.625311345	1.687310925	0.65050977
Migut.L00412	94.65030092	102.3091877	90.58726399
Migut.E01159	3.248556077	2.653751925	5.882837765
Migut.F01473	0.228484809	0.474401309	0.426757703
Migut.O00566	11.45344807	8.170807706	21.33366789
Migut.N03346	21.13775062	19.88587406	12.86520225
Migut.N03346	21.13775062	19.88587406	12.86520225
Migut.J00814	54.91329698	37.44455974	55.21974335
Migut.H00235	2.935301137	2.991867009	3.707536778
Migut.C01347	22.45645882	16.56161854	14.45255311
Migut.L00400	18.42098644	15.76671625	18.41864145
Migut.E01381	31.71822465	10.60433935	39.30117791
Migut.A01035	2.1665843	2.491456352	2.801552636
Migut.H00599	27.98351765	22.24475402	32.00011349
Migut.L01437	7.691358452	6.387804127	5.881058176
Migut.L01437	7.691358452	6.387804127	5.881058176
Migut.F00938	80.4557042	47.25419406	75.83996906
Migut.F00076	1.769431339	1.941895907	1.315213578
Migut.L00613	2.093169369	1.144808425	2.635891205
Migut.F00628	1.247061691	0.71994195	0.073041989
Migut.H00334	1.29406845	1.370300994	1.709182532
Migut.K00009	87.40264926	77.76066377	82.42407885
Migut.J01102	0.42158676	0.16881508	0.470046465
Migut.C00500	2465.587764	1949.680754	2871.754185
Migut.E01085	615.0436615	532.0708301	651.415299
Migut.A00712	11.77659855	9.789605854	15.69132967
Migut.C01113	36.49797874	51.67719401	44.89763283
Migut.E00649	1.145789774	0.285479374	0.495274484
Migut.M00222	0.509269463	0.196893757	0.506056947
Migut.H00669	8.556447618	5.104507686	4.630454669
Migut.E00059	23.4830591	12.92646023	33.9522167
Migut.J01161	5.949598199	3.252144356	5.540049753
Migut.D01453	341.3422257	384.4428252	443.1018483
Migut.L00222	14.47623537	6.661865099	23.73779847
Migut.D02349	12.61967528	9.666464375	19.60621471
Migut.M00504	27.08130458	14.57930154	24.50374798
Migut.H00918	0.570243959	0.452070165	0.995924697
Migut.E01517	9.307338471	9.859570207	8.818702129
Migut.F01734	8.754189156	9.737280964	10.69895267
Migut.N01544	1.911459718	0.714374926	0.286888853
Migut.B00905	401.3559128	419.3367942	488.1294429
Migut.M01044	7172.655786	6645.410915	8530.553859
Migut.J00427	140.1467618	163.5664236	265.0357387
Migut.N01036	2.24452209	1.885789547	1.880248256
Migut.D01757	5.341562803	3.962725592	4.828271092
Migut.M00743	6.968321473	10.85120551	8.937413896
Migut.F01069	19.53003831	15.39016732	23.72260666
Migut.L00481	2.372458826	1.970367442	1.804137117
Migut.I00193	23.89766799	25.47979606	14.30401277
Migut.J01428	5.024030455	6.345742203	2.681070639
Migut.I01123	5.560145273	1.757519107	4.384322819
Migut.N00193	53.6646265	49.82912705	40.02218051
Migut.K00553	8.779169348	8.043071051	9.31075013
Migut.H01063	4.176369827	4.831189401	5.265344118
Migut.C00844	1.447587706	0.732060825	1.996273368
Migut.F01128	0.689151994	1.103822607	0.886577595
Migut.F00276	0.613670668	0.955619882	1.166665169
Migut.L00347	2.260188047	1.970980882	1.447377487
Migut.L01696	73.94557591	83.10212479	82.60965368
Migut.M01394	10.32168281	6.088106087	14.61910477
Migut.M01170	49.21659328	40.43891004	59.4269018
Migut.L00559	2.801371333	2.227582896	1.1450681
Migut.N03086	38.8870181	45.55455726	45.51927344
Migut.H00169	0.670165862	0.227693519	2.194569717
Migut.C01308	0.632735729	0.788246692	0.833255317
Migut.B01465	19.04368299	10.76059859	17.06780646
Migut.J00109	50.98548307	51.54787937	43.34430467
Migut.J01578	13.06268748	14.02342858	16.26274424
Migut.J01028	7.829114125	6.287263383	5.282927827
Migut.M01777	2.339362851	2.803650589	4.800017024
Migut.L01729	22.08101739	17.4662391	11.11998274
Migut.K00193	7.105924544	4.244295114	2.921973356
Migut.B01033	0.974402732	0.369443895	1.271713194
Migut.H01662	150.1524658	191.0566163	175.2002817
Migut.E00740	24.92729308	23.02866948	8.071139736
Migut.L00350	75.30776058	77.3682068	64.92327875
Migut.F00144	569.338216	488.9028879	564.7699421
Migut.B00578	530.3025212	446.4382254	600.9661414
Migut.C01155	33.31757395	29.49126052	32.63547806
Migut.N01405	22.96134002	23.16066147	24.84023841
Migut.D00545	3.075599678	1.834231995	3.221471674
Migut.F01335	5.718688065	1.874789917	1.806971583
Migut.C00867	893.6618003	1008.567265	795.2232522
Migut.M01406	114.3554086	107.8798702	110.5106358
Migut.M00507	0.967555809	0.824718191	1.467479952
Migut.G00115	65.24809683	61.18093294	41.52070153
Migut.D00937	246.4197596	266.717776	291.0136178
Migut.M01082	7.327361187	6.436584637	11.73072483
Migut.M01082	7.327361187	6.436584637	11.73072483
Migut.N03160	2403.979864	2393.980379	1866.538794
Migut.H00053	5.424878893	4.191783403	4.576088874
Migut.M00721	1.232849783	1.645557962	1.903238191
Migut.H02476	9.765569017	5.65705374	11.19797353
Migut.K00133	69.56058509	66.12901975	76.73863792
Migut.N02059	24.21220317	18.31031263	37.81705386
Migut.L01214	10.05793028	4.301317015	26.61673625
Migut.E01109	387.2781157	345.2212261	379.7357713
Migut.O00611	7.862850925	7.893897545	8.94119379
Migut.G00184	3.73442593	4.187030814	4.932363172
Migut.D02524	2.611122513	1.876657238	1.784654404
Migut.H00600	39.35142705	32.74386929	54.89368391
Migut.J00072	160.5425348	132.3837202	161.1087426
Migut.J01074	54.52784154	46.55509787	70.04394694
Migut.J01074	54.52784154	46.55509787	70.04394694
Migut.B01144	2.263947196	1.84107488	4.190784094
Migut.J01663	61.23773309	41.48617688	57.75677976
Migut.N00633	9.798923249	11.47747707	11.50989998
Migut.M01294	3.428318435	2.588433474	2.619539914
Migut.E01385	293.3616921	262.5763339	408.1094277
Migut.E01385	293.3616921	262.5763339	408.1094277
Migut.J00461	37.16011757	26.02989401	19.37588168
Migut.N03277	4.9242314	3.998370996	5.331879375
Migut.N03277	4.9242314	3.998370996	5.331879375
Migut.H02274	209.7253602	188.4766799	241.1269138
Migut.I00742	7.018168442	9.691922047	9.602623984
Migut.M01512	29.11035828	27.49330019	24.43774735
Migut.M01512	29.11035828	27.49330019	24.43774735
Migut.M01649	41.52412832	43.88309674	47.24417784
Migut.B00674	209.8934094	218.1443054	316.3886776
Migut.L00676	0.649465379	0.647270464	0.779820264
Migut.A00052	36.6202847	30.05414756	26.88729372
Migut.M00706	10.02032299	9.674381758	8.271664947
Migut.H01974	20.3375247	16.32699056	22.73345006
Migut.L00508	62.04193565	72.2545723	55.67995723
Migut.M00164	2.372458826	6.945545233	2.991069432
Migut.O00661	6.250340638	3.951369095	7.728878606
Migut.M00750	39.3933274	32.85712416	43.86541246
Migut.M00750	39.3933274	32.85712416	43.86541246
Migut.O00922	0.890326712	0.277286809	0.694866335
Migut.J00350	9.387574147	16.45936251	7.514509409
Migut.H00597	7.492321449	6.222500508	9.398924277
Migut.H00597	7.492321449	6.222500508	9.398924277
Migut.N02532	0.524243501	0.566011098	0.797322296
Migut.J00475	13.07587177	7.022628052	10.67623383
Migut.H00698	0.804161657	0.693557251	1.411211549
Migut.N00891	32.88962265	28.262458	26.08707665
Migut.L01339	1386.534201	1366.941917	1878.8232
Migut.L01339	1386.534201	1366.941917	1878.8232
Migut.L01339	1386.534201	1366.941917	1878.8232
Migut.J00509	4.57633032	6.867210425	2.913935836
Migut.O00228	3.506251772	3.405561409	3.1396575
Migut.I00894	20.74057593	20.82668177	27.03622715
Migut.O00097	4.26712316	2.657938819	5.056166424
Migut.O00097	4.26712316	2.657938819	5.056166424
Migut.G00231	44.58417461	47.13140338	42.00501854
Migut.N00795	5.896887731	3.656094145	7.52298697
Migut.K01283	3.87563391	2.944006041	0.567502013
Migut.H00603	61.98403134	54.04772844	82.09410257
Migut.L00351	966.033213	1241.375006	864.5527594
Migut.F01322	1.526502392	1.901679334	1.54348489
Migut.L01202	205.6333017	174.2049317	242.6202279
Migut.L01202	205.6333017	174.2049317	242.6202279
Migut.J00536	3.971826585	5.792785626	3.664000184
Migut.F00883	105.6137986	82.3234674	67.46427165
Migut.F01469	2.010761707	0.290429883	0.734800294
Migut.B01213	183.7582247	135.3893724	134.4014751
Migut.F00958	5.255355763	3.958647315	0.29349599
Migut.C00564	4.495481269	4.736475174	3.474099278
Migut.M01974	202.3398047	152.926548	230.4362072
Migut.K00211	55.67228827	47.55270711	36.40660531
Migut.D00153	101.9488562	87.00163422	49.89686387
Migut.K01015	0.717879936	1.219523538	1.606391889
Migut.D02480	0.827863264	0.87266537	1.529268582
Migut.J00316	4.469937229	1.657809155	2.908887925
