gene_short_name	Day00_BR1	Day00_BR4	Day00_BR5	Day00_BR6	Day00_BR7
Migut.E01377	38.99500976	57.86775882	73.26594076	78.54356152	104.3526514
Migut.L00895	0	0	0	0	0
Migut.J00316	0.445970694	0.088883995	0.213464879	0	0.176255449
Migut.D02257	0	0.564843454	2.713069748	0	0.373358317
Migut.F00907	0.551976294	0.082508546	0.079261409	0.162461979	0
Migut.M00596	0	0	0	0	0
Migut.N01139	0	0	0.414084497	0	0
Migut.B00786	0.512115312	0	0.392200238	0	0.269862618
Migut.B01089	0	0	0	0	0
Migut.E01033	0	0	0	0	0
Migut.O00565	0	0.046818575	0	0	0
Migut.M01712	0	0	0	0	0
Migut.M01712	0	0	0	0	0
Migut.H01813	0	0	0	0	0
Migut.F01742	0	0.234510898	0	0.230879747	0
Migut.F01469	0	0	0.145847102	0	0.100353536
Migut.H02431	0	0	0	0	0
Migut.O00724	0	0	0	0	0
Migut.F01934	0	0	0.834100782	0	0
Migut.F01515	0	0.431363113	1.243160244	1.557174354	0.380171425
Migut.M00588	0	0	0	0	0
Migut.M01873	0.340528011	0	0.391186801	4.40998215	0
Migut.N01183	0	0	0	0	0
Migut.F01130	0	2.225866155	0.213826684	0	0.882770936
Migut.I00820	0	0	0	0	0
Migut.M01432	0	0.074195539	0	0	0
Migut.M00122	0	0	0	0	0
Migut.G00696	1.228758417	0.551018615	0	0	0
Migut.H02332	0	0	0	3.319676366	0
Migut.I00031	0.723006355	1.061088714	1.434611744	0.11607321	0.103907202
Migut.A00995	0	0	0.168772901	0	0
Migut.C01347	0.587012651	0.116994301	0.393364901	0.633505231	0.850658259
Migut.H01387	0	0	0	0	0
Migut.A00062	0	0.268194901	0.412224076	0.422467502	0
Migut.A00062	0	0.268194901	0.412224076	0.422467502	0
Migut.A00062	0	0.268194901	0.412224076	0.422467502	0
Migut.F00960	0	0	0	0	0
Migut.G01027	2.218591586	0	0	1.044789159	0
Migut.H01211	0	0	0	0	0
Migut.H01211	0	0	0	0	0
Migut.H01211	0	0	0	0	0
Migut.H01211	0	0	0	0	0
Migut.B01291	0	0	0	0	0
Migut.M01516	1.757124536	0.700405883	0.672841298	5.516486762	0
Migut.H01000	0.207534394	0	0.059602083	0	0
Migut.E00003	0	0	0.113570362	0.232784982	0
Migut.E00402	0	0	0	0	0
Migut.H01436	0	0	0	0	0
Migut.A00120	0	0	0.160370013	0	0
Migut.H00244	0	0	0.593683498	0	0
Migut.I00156	0	0.117255449	0.112640842	0.230879747	0
Migut.C00965	2.059130316	1.108063995	1.833229707	0	0
Migut.N01389	0.217465908	0	0	2.04820053	0
Migut.B00645	0	0.390851497	0.450563369	0	0.206680497
Migut.I00784	0	0	0	0	0
Migut.B00112	2.495915534	2.536981538	2.437138223	0.146923476	0.986429645
Migut.L00110	0.279796901	0	0	0	0
Migut.K00560	0	0	0	0	0
Migut.K00560	0	0	0	0	0
Migut.J00461	0.700235601	1.172305278	1.045728372	2.967822979	0.332094486
Migut.M01350	0.36914381	0	0	0	0
Migut.A01151	0	0.177467707	0	0	0
Migut.O00510	0	0	0	0	0
Migut.C00909	0.091644187	0.054795314	0.105277672	0.215787469	0
Migut.F01402	0.765631606	0.171668109	0.054970694	0.394356693	0
Migut.J01383	0	0	0	0	0
Migut.K00191	0	0	0	0	0
Migut.J01050	0.708517958	0.211816295	1.627841849	0	0
Migut.K01157	0	0.191019786	0	0.047015512	0
Migut.N02167	0	0	0	0	0
Migut.C01105	3.232804882	5.287154802	4.096030627	1.175387804	3.983296851
Migut.C01105	3.232804882	5.287154802	4.096030627	1.175387804	3.983296851
Migut.D00088	1.538338602	1.532989531	0.883595089	0	1.215956854
Migut.E01044	0	0.083381653	0	0	0
Migut.H00100	0	0.295668525	0	0	0
Migut.N01841	0	0	0	0	0
Migut.J01092	0.138138721	0	0	0	0
Migut.M00590	0	0	0.057738098	0	0
Migut.F01693	0	0.397957888	1.338036671	0.979489837	0.394571858
Migut.G01035	0.641286327	0.766867756	0	2.831226098	0.253447617
Migut.L01186	0	0	0	0	0
Migut.D02104	0	0.108384679	0	0	0
Migut.B00634	0	0	0	0	0
Migut.K01202	7.903732525	5.720644645	5.973377997	3.771035872	3.74843265
Migut.K00940	0	0	0	0	0
Migut.H00903	0	0	0	0	0
Migut.H00669	0.787555818	0	0.301572295	0	0
Migut.F00134	0	0	0	0	0
Migut.K00719	0.914262023	1.015206744	1.200311532	0.307534569	0.10323783
Migut.K00719	0.914262023	1.015206744	1.200311532	0.307534569	0.10323783
Migut.F01256	0	0.265484036	0	0	0
Migut.I00193	0.312655611	0.560823216	0.808127893	2.024511378	0
Migut.F01734	0.681056022	0	0.977967002	0	0
Migut.D00791	0	0	0.563018028	0	0
Migut.E01379	0.05094099	0.213208208	0.058519247	0	0
Migut.F00628	0	0	0.076113269	0	0
Migut.G00335	0	0	0	0	0
Migut.E00451	0	0	0	0	0
Migut.D02269	0	0	0	0	0
Migut.H00598	0	0	0	0	0
Migut.O00415	0	0	0	0	0
Migut.M00706	0	0.815690082	0.470153081	0.803059991	0
Migut.N00721	0	0	0	0	0
Migut.H00334	0	0.084273435	0.080956841	0	0
Migut.F01730	0	0	0	0	0
Migut.D01757	0	0	0.675845053	0.076959916	0
Migut.K00906	0	0	0	0	0
Migut.J01724	0.182400471	0	0	0	0
Migut.N01137	0.035742973	0.106856064	0.041060291	0	0
Migut.E00315	5.157551776	3.615455471	4.392536811	4.239961675	2.389795544
Migut.A00970	0	0.136089226	0	0	0
Migut.A00970	0	0.136089226	0	0	0
Migut.B01445	4.248128696	8.50352623	10.02542964	4.947007115	2.554901168
Migut.N03346	0.317552627	0.37973813	0.364793475	1.401968586	0
Migut.N03346	0.317552627	0.37973813	0.364793475	1.401968586	0
Migut.J00931	0	0.117605466	0	0	0
Migut.J01515	0	0	0.14017527	0	0
Migut.A01019	0	0	0.0977967	0	0
Migut.M00860	1.240323202	0.370803115	1.068630296	1.277715684	0.490197508
Migut.F01744	0	0	1.522593454	2.67502052	0
Migut.F00962	0	0	0	0	0
Migut.D00175	0	0.209562931	0	0	0
Migut.L00610	0	0.056687527	0	0.279048903	0
Migut.F01924	0	0	0	0	0
Migut.B01204	0	0	0	0	0
Migut.D01040	0	0	0	0	0
Migut.D00291	0	0	0.54261395	0	0
Migut.D00291	0	0	0.54261395	0	0
Migut.N00733	0	0	0	0	0
Migut.N00783	0	0	0	0	0
Migut.D02201	0	0	0	0	0
Migut.B00317	0	0	0	0	0
Migut.K01192	0	0	0.215654262	0.221013091	0
Migut.J01710	0.091389972	0.273216581	0.997363574	0.107594445	0.361189218
Migut.K01025	0	0	0	0	0
Migut.A00406	0	0	0	0	0
Migut.J01428	0.304000785	0	0.174612793	0.357903553	0
Migut.E00998	0	0	0	0	0
Migut.D00351	0.242250625	0	0	0	0
Migut.K01009	0.069875048	0.083558496	0.080270038	0	0
Migut.G00741	0.092480239	0.110590403	0.690547648	0.108878028	0
Migut.L01154	0.471500323	0.422874751	0	0	0
Migut.I00331	0	0	0	0	0
Migut.G01031	0	0.230396672	0	3.402438381	0
Migut.J01121	0	0	0	0	0
Migut.L01437	0	0.149517385	0.430899313	0	0.395320571
Migut.L01437	0	0.149517385	0.430899313	0	0.395320571
Migut.G00485	0	0	0	0	0
Migut.L01896	0	0.09313908	0	0	0
Migut.D02203	0.717193688	0.214409964	2.986591474	1.160995301	1.133790155
Migut.J01350	26.83143769	24.44629953	24.74229425	20.62952113	11.83059776
Migut.N02716	0.211192853	0.126275099	0.202175871	0.207199773	0.333868495
Migut.B01320	4.98427913	1.072860752	10.1918661	9.388876864	5.830828908
Migut.D01624	0.164319626	0	0	0	0
Migut.D01624	0.164319626	0	0	0	0
Migut.L01725	0	0	0	0	0
Migut.N02793	0.529963835	0.739369482	0.101467354	0.103988733	0
Migut.E00266	0	0.262215181	0.377843491	0	2.77316394
Migut.I00410	0.617096286	1.7628582	1.142114846	0.161447648	0.270985875
Migut.M00408	0	0	0	0	0
Migut.D01992	0	0.078481735	0	0	0
Migut.B01735	0	0	0	0	0
Migut.C00958	0	0.294563222	0.094323546	0	0.194704618
Migut.A00696	0	0.174326686	0.251199046	0	0.11522895
Migut.M00716	0	0.240965327	0.925928391	0	1.274213706
Migut.H00967	0	0	0.248586686	0	0
Migut.N00586	0	0	0	0	0
Migut.F00053	0	0.196253205	0	0	0
Migut.F01741	0	0	0	0.738815191	0
Migut.M01603	0	0	0	0	0
Migut.F00961	0.429965221	0	0.123482294	0	0
Migut.N01801	22.44153619	15.13105101	10.28459864	4.637671446	2.453207638
Migut.F02047	0.342742107	0	0.049216285	0	0
Migut.B00972	0.190164993	0.056851127	0.273068708	0.055970848	0.150313089
Migut.M01353	35.81929014	19.011744	30.25585414	11.83929867	10.59838363
Migut.G00794	0	0	0	0	0
Migut.F02115	0	0	0	0	0
Migut.H01973	0	0	0.344066573	0.088154085	0
Migut.O00211	5.027916594	11.4976267	6.99187493	0.675021912	0.976129576
Migut.L00362	0	0.222272671	0	0	0.146920974
Migut.G00193	0	0.171108929	0	0	0
Migut.H00375	0	0	0	0	0.279268017
Migut.F00892	0	0.766867756	0	0	0
Migut.L00481	0	0.103000865	0.197894499	0	0
Migut.A01155	0.229789608	0.343485884	0.131987177	0	0.45408444
Migut.A01155	0.229789608	0.343485884	0.131987177	0	0.45408444
Migut.L00893	0	0	0	0	0
Migut.K00312	0	0	0.115918294	0	0
Migut.G00115	2.4348146	2.911617991	2.884438011	2.329059437	1.924562965
Migut.M01014	0.326097965	0.09748922	0.23413129	0.167964481	0.837717672
Migut.M01406	3.013361437	3.483344809	3.923198115	6.977073339	5.716480088
Migut.J01723	0	0	0	0	0
Migut.J01094	0	0	0.065707158	0	0
Migut.D00638	0.138720358	0.497656812	0.239035724	0	0
Migut.G00648	1.30157373	0.19455719	0.560701081	0.766178717	0
Migut.C01381	0	0.366065793	0	0.090099414	0
Migut.K01122	0	0	0	0	0
Migut.L00867	0	0	0	0	0
Migut.K00989	0	0.17867497	0.171643188	0	0
Migut.F01068	1.82140958	0.320307569	0.307701813	0.06306959	0.084688594
Migut.K00211	1.725747312	2.907935141	2.342929518	2.308797473	3.596240648
Migut.N02285	0	0.129385323	0.124293343	0.700600612	0
Migut.K00525	1.074037002	0.19265443	1.110434904	0.632237939	0.084895656
Migut.M00595	0.107666945	0	0	0	0
Migut.I00092	0	0.243196487	0	0	0
Migut.H00259	0.337908565	0.909180714	0.970444179	0	2.136758369
Migut.O00215	0	0.462823271	0.111152197	0	0
Migut.H00518	0.236809237	1.840689316	2.176306084	1.115192742	1.029502853
Migut.H00836	2.284851536	2.335665593	1.566388088	0.564028376	1.165178641
Migut.N02827	0	0.080280858	0.115682088	0	0
Migut.H00346	0	0.047381637	0	0	0
Migut.H01609	0	0	0	0.217298586	0
Migut.B00277	0	0	0.096487758	0	0
Migut.B01298	0	0	0	0	0
Migut.D00636	0.173628907	0	0	0	0
Migut.N02113	0.319090412	0.381577055	0.366560029	0	0
Migut.J01374	0.153193072	0.045798118	0.197980765	0.067633474	0.272450664
Migut.G01258	0	0	0	0	0
Migut.F01561	0	0	0	0	0
Migut.B00479	0	0	0.135289805	0	0
Migut.M01517	3.050563431	5.107126234	0.700876352	0.359146274	0.482254493
Migut.O00673	0	0.069301374	0	0	0
Migut.F01473	0	0	0.031764434	0	0
Migut.O00427	0	0.063905646	0.122781259	0	0
Migut.N03176	0.377966559	0.225991382	0.217097455	0	0
Migut.M00213	0.625756601	0.374148442	0.790732294	1.031394427	0
Migut.F01398	0	0	0	0	0
Migut.M01767	0.582257762	0.580233151	0.111479596	0.685498631	0.613649311
Migut.J00313	0.316599015	0	0.500084748	0	0.12512549
Migut.F00938	2.223166001	2.067739956	1.56071435	0.654339602	3.905041068
Migut.A00915	0.135302197	0	0	0	0
Migut.A00915	0.135302197	0	0	0	0
Migut.F01733	0	0.203606361	0	0	0
Migut.G00224	1.368477053	0.163646234	0.157205911	0	0
Migut.F01233	0.154858214	0.370367388	2.668436404	0.911581611	0.734432224
Migut.D00936	0.978156371	0	0.766140142	0	0
Migut.L01996	0.296811577	0.390428955	0.409160249	0	0.187688235
Migut.F00981	2.584006671	0.515004326	0	0	0
Migut.N01691	0	0	0.06508568	0	0
Migut.A01035	0	0	0	0.213706874	0
Migut.D00306	0	0.017766778	0	0	0
Migut.I00852	0	0.244327634	0.11735604	0	0
Migut.A01152	0	0	0	0.087954189	0
Migut.H01662	6.715125615	2.509415984	3.857052025	16.14099431	4.865548515
Migut.C01155	0	1.903276857	0.365674618	3.37285196	0.50322208
Migut.I00785	0.131652688	0	0	0	0
Migut.J00143	0.18189695	0.598172727	0.365674618	0.267686664	0.287555474
Migut.L01568	0.450698838	0.107791603	0.155324171	0.318367695	0
Migut.B00648	0.299509864	0	0.258049929	0.440770427	0.710229344
Migut.I00854	0	0.547192096	0.262828632	0.269359705	0
Migut.M01649	0	1.316637024	0.291881668	4.38730872	3.481158397
Migut.G00603	0	0.175101471	1.177472271	0	0
Migut.D00637	0	0.146869826	0.282179482	0.216893556	0
Migut.E01381	1.765954308	0.659930167	0.507166807	0	1.395872301
Migut.E00828	0	0.12389255	0	0	0
Migut.H02269	0.143088317	0	0.205468637	0	0
Migut.N00794	0.475412483	0.682213523	1.583798509	3.078396631	0.526095811
Migut.E00515	0	0	0	0	0
Migut.L01077	0	0.98248955	0	0	0
Migut.E01767	2.63163813	1.089340948	0.465097671	0	0
Migut.N02647	0.861335557	1.030008652	1.154384579	0.169010011	2.269432908
Migut.N02495	0.437821728	0.174519738	0.251477229	0	0
Migut.O00113	0.060423815	0.036128226	0	0	0
Migut.A00266	0	1.034516349	0	0	0
Migut.M00164	0	0	0.890525247	0	0
Migut.N01245	0	0.040018112	0.15377277	0.433383213	0.158710468
Migut.B00872	0	0	0.017234664	0	0
Migut.J00350	1.136071898	0.452848632	1.087566753	0.222918377	0
Migut.L00789	0.079054793	0.236339718	0.045407706	0	0
Migut.H01451	1.349746501	2.934661523	0.422875117	0	0
Migut.C00411	0.131128697	0.156807287	0	0	0
Migut.G00305	0.488090149	0	0	0	0
Migut.F01682	0	0.100248934	0	0	0
Migut.J01100	0	0	0	0	0
Migut.K00930	0.122704227	0.073366538	0.140958372	0.072230535	0.290969191
Migut.N00774	0.222985347	1.766569408	0.800493295	0	0.044063862
Migut.F01649	0	0.176276649	0	0	0
Migut.A00052	0	1.12795426	2.012332102	2.696902079	1.278122337
Migut.L00616	0	0.061081908	0	0	0
Migut.L01338	0.231933017	0.443762967	0.319723953	0	0.293324802
Migut.L01338	0.231933017	0.443762967	0.319723953	0	0.293324802
Migut.L01338	0.231933017	0.443762967	0.319723953	0	0.293324802
Migut.L01338	0.231933017	0.443762967	0.319723953	0	0.293324802
Migut.L01338	0.231933017	0.443762967	0.319723953	0	0.293324802
Migut.L00412	9.18579597	3.697795037	1.77613386	0.053537333	1.222110765
Migut.D01833	0	0.89314982	0.762666458	1.954045216	2.886238477
Migut.I00786	0.841534739	0	0.0483363	0.247687085	0
Migut.D01212	0	0.096919633	0.186210691	0	0
Migut.L00347	0.164114994	0.196253205	0	0	0
Migut.H00547	2.599452018	2.26072431	2.262242857	0.417322388	0.93395371
Migut.C00984	0.203842754	0	0	0	0
Migut.N00035	0.309352911	0.24662179	0.059228987	0	0
Migut.G00766	0	0.091093251	0	0.089682769	0
Migut.J00258	0	0.123698056	0	0	0
Migut.A00408	0.239390264	0.071567359	0	0	0.189222471
Migut.C00295	0	0	0.067644903	0	0
Migut.L00613	0	0.265976918	0	0	0
Migut.G00941	0.080503568	0	0	0	0
Migut.K00193	0.318063572	0.063391522	0.548070647	0	0.083802872
Migut.K00156	0.259417993	1.189173375	0.447015626	0.050902621	0
Migut.H00099	0	0.110823716	0	0	0
Migut.L00350	2.4348146	2.45667768	4.020731773	3.762326783	2.525988892
Migut.E00742	4.880901489	0.416908264	2.002503862	0	1.653443976
Migut.H01452	0	0	0.565412855	0	0
Migut.M01384	0.75956392	0	0.65442057	0	1.801157991
Migut.D01912	0	0	0.083825743	0	0
Migut.J00463	0	0.091304359	0.263133184	0.089890608	0
Migut.F01731	0	0	1.261577433	0	1.240082982
Migut.E01159	0.348022025	0.208087135	0.066632611	0	0
Migut.N01640	0.392215298	0.234510898	0	0	1.240082982
Migut.L00854	0	0.371239868	0	0	0
Migut.D00937	9.853034781	3.682040275	14.62014969	17.641802	10.87100782
Migut.E01517	0.758570247	0.206163427	0.079219933	0.608913619	0
Migut.I01123	0	0	0.623001201	0	0
Migut.F00076	0	0.054871631	0.158136447	0	0
Migut.H01550	0.73828762	0.882864559	1.484208745	1.955687271	1.167136924
Migut.B00905	25.0508971	5.182057043	18.88956481	9.993973061	17.0796294
Migut.K01358	0.336184541	0	0	0	0
Migut.N00918	0	0	0.072365818	0	0
Migut.L00482	0.24136326	0.505100397	0.277269765	0	0
Migut.L00482	0.24136326	0.505100397	0.277269765	0	0
Migut.L00482	0.24136326	0.505100397	0.277269765	0	0
Migut.L00536	0	0.073572047	0	0.289731448	0
Migut.N00891	0.261476865	2.970471381	1.051314528	2.154877641	1.033402485
Migut.J01060	0	0	0	0	0.101527262
Migut.N01405	3.576610486	0.82250169	0.695316164	0.550640967	0.086987032
Migut.M00150	14.86456363	5.107126234	6.116739069	17.76141571	8.768263509
Migut.A00119	0	0.330380134	0.158688985	0	0
Migut.L00351	35.57368692	35.3855365	61.11297798	72.34043223	60.58299879
Migut.D00346	0.556992139	0.266426583	0.191955991	0	0
Migut.N01544	0	0	0.119580799	0	0
Migut.J01028	0.140945818	0.16854687	0.404784203	0.497811305	0
Migut.D01476	0	0.101803181	2.249324105	0	0.134582649
Migut.H01610	1.30157373	1.167343139	0.934501802	0.191544679	1.028809585
Migut.M01954	0	0.474672662	0.151997281	0.778871437	0
Migut.D00821	0.477912385	0	0.068626152	0	0
Migut.D00821	0.477912385	0	0.068626152	0	0
Migut.L00508	4.65004804	2.662015604	2.329940304	4.426235155	1.876882351
Migut.M01082	0.204634069	0	0.470153081	1.023901488	0
Migut.M01082	0.204634069	0	0.470153081	1.023901488	0
Migut.E00467	1.1099753	1.448006038	0.753468911	2.078978429	0.717842829
Migut.N02049	0	0	0.060677071	0.031092423	0
Migut.F00400	1.728319216	0.645866081	1.302940628	0.38151932	0
Migut.H00599	1.741643263	0.462823271	2.334196132	0	0
Migut.H00460	1.620648844	2.040017136	4.556376748	0.652739635	0
Migut.D00738	0.227410423	1.087774452	0.195930921	0	0
Migut.E00159	0.920983318	0.650790092	2.500712574	2.710710121	2.514831562
Migut.H00934	1.633171042	0.676035231	0.505112032	0.961375344	0.198602422
Migut.G00184	0.813483581	0	0.233625451	0	0
Migut.I00966	0	0.653905908	0.78521417	0.965671308	0.432228093
Migut.F00276	0	0.066606646	0.06398533	0	0
Migut.I00581	0	0.370367388	0	0	0
Migut.G00684	0.498427913	0	0.400803723	0	0.315179941
Migut.O00866	9.105099868	9.025684907	13.07452976	11.28372292	9.280330098
Migut.D01191	0	0.044217543	0.042477355	0	0
Migut.H02476	0.744544295	0.635961759	0.610933382	0	0.168146845
Migut.N00334	0	0.107351038	0	0.211377643	0
Migut.J00536	0.211023763	0	0.424229401	0.496881314	0
Migut.B00846	0	0.110126711	0.052896328	0.054210758	0
Migut.M00900	15.53789164	0.802867006	7.161793288	8.356032077	2.426013869
Migut.M00900	15.53789164	0.802867006	7.161793288	8.356032077	2.426013869
Migut.M01512	1.144623684	1.003766393	1.402564373	1.302659095	1.568234645
Migut.M01512	1.144623684	1.003766393	1.402564373	1.302659095	1.568234645
Migut.J00216	0.141703592	0.254179554	0.244176277	0	0.112007495
Migut.D01958	0	0.153597781	0	0	0
Migut.D00153	2.857422814	7.585705524	6.433716658	4.978832642	1.445508697
Migut.O00237	0.135580597	0	0	0	0
Migut.L01436	10.51470799	16.03156419	8.455253009	3.713725297	3.601517597
Migut.H00426	0	0	0.088843481	0	0.244523405
Migut.B00868	3.055868758	5.709830572	8.776190838	18.21340059	9.963797177
Migut.I00404	0	0.100376639	0	0	0
Migut.E01085	35.12829747	28.2595104	13.94053254	8.271388168	15.31372264
Migut.B01163	0	0.153001285	0.391946387	0	0
Migut.C00812	0	1.705995386	3.07285437	1.154711158	1.550523241
Migut.H00169	0	0.158702239	0	0	0
Migut.E01684	0	0	0.035387866	0	0
Migut.E00993	0	0	0.248586686	0	0
Migut.M02003	1.668156205	2.538870579	1.82921469	0.08926996	0
Migut.D01548	0.197874385	0	0	0	0
Migut.K01468	2.798251915	2.071473417	3.367608112	1.176576265	0.421302206
